,Solver,prec,EMA_V,EMA_T,EMA_total,Media Tempo total,Media Tempo iteçoes,Númeoro Médio de Iterações,Max itera,Numero Convs
0,Normal,0.1,0.00043457813724599194,0.0007492658310359162,0.0005919219841409541,0.07531346082687378,0.014758118232091269,4.1,5,100
1,QR,0.1,0.0004345781372459916,0.0007492658310359554,0.0005919219841409735,0.09772417783737182,0.019153871456782025,4.1,5,100
2,Lagran,0.1,0.00043457830821939643,0.0007492657554155973,0.0005919220318174969,0.07476501941680908,0.014651016950607299,4.1,5,100
