,Solver,prec,EMA_V,EMA_T,EMA_total,Media Tempo total,Media Tempo iteçoes,Númeoro Médio de Iterações,Max itera,Numero Convs
0,Normal,1e-05,0.0011901410905775633,0.0008648854166096274,0.0010275132535935952,0.010702393293380737,0.0021457361817359927,3.969,4,1000
1,QR,1e-05,0.0011901410905775516,0.0008648854166096304,0.0010275132535935909,0.01187273907661438,0.0023823105096817017,3.969,4,1000
2,Normal,1e-08,0.0011901411072235892,0.0008648853858664038,0.0010275132465449965,0.010702069759368896,0.0021430525064468384,3.975,4,1000
3,QR,1e-08,0.0011901411074611704,0.0008648853857206136,0.001027513246590892,0.011807307243347168,0.002368866872787476,3.969,4,1000
4,Lagran,0.0,0.0011901411074626666,0.0008648853857209769,0.0010275132465918217,0.002137932085990906,0.002137932085990906,3.969,4,1000
