,dx,dz,method,caso,n
0,0.2977065261892049,1.0,GNbc,0,6
1,1.0997691564479848,254.94796379465288,GNbc,0,6
2,0.767510919656921,30.85393646288937,GNbc,0,6
3,0.08713084336134484,4.123625972212863,GNbc,0,6
4,0.006531659096415774,0.6104309611776957,GNbc,0,6
5,0.0007781116311197155,0.2671460010731394,GNbc,0,6
6,7.521561916768223e-05,0.005375888525298923,GNbc,0,6
7,1.33520570231754e-06,1.6299718052266437e-05,GNbc,0,6
0,1.2184529708757381,1.0,GN,0,6
1,0.8027547248661112,0.6946842328634881,GN,0,6
2,0.1290681298636991,4.432644014960162,GN,0,6
3,0.23077016495538727,0.3128171911045342,GN,0,6
4,0.09225116747787726,1.840095106034668,GN,0,6
5,0.018855741403473382,142.3790923775892,GN,0,6
6,0.05850686568011394,27.11838369564428,GN,0,6
7,0.0499249074279817,6.625954252857641,GN,0,6
8,0.041374213927896114,13.568898585024355,GN,0,6
9,0.08936811216358381,5.698261103842716,GN,0,6
10,0.027862311417020155,6.564750193863,GN,0,6
11,0.005195321028754652,141.15913417289562,GN,0,6
12,0.0032144752266643596,23.84749437250405,GN,0,6
13,0.001818001051393097,2.6514483775138777,GN,0,6
14,0.00011783576675818167,0.09011354646970643,GN,0,6
15,3.5615524328398363e-06,0.00038979091022674423,GN,0,6
16,3.271477908864914e-08,6.404554146096606e-08,GN,0,6
0,0.23324565287240037,1.0,LM,0,7
1,0.4928066644608984,0.5876102862795495,LM,0,7
2,0.593294147694041,0.4259946372679996,LM,0,7
3,0.444155566900791,0.11821481966353177,LM,0,7
4,0.22968856827868414,0.046388845538192634,LM,0,7
5,0.17215211552722307,0.0288573897232454,LM,0,7
6,0.12903443645911283,0.021636658142021103,LM,0,7
7,0.09675969630555273,0.027252011689865144,LM,0,7
8,0.07258098882328808,0.035708582161247664,LM,0,7
9,0.05445078104587351,0.04177182656411685,LM,0,7
10,0.04085028837068525,0.04440604786475057,LM,0,7
11,0.020455995779454377,0.06157176129653262,LM,0,7
12,0.00014030689827783323,0.05555421630240845,LM,0,7
13,7.629047133455039e-06,0.0002920321493581041,LM,0,7
14,1.2599939333899116e-08,4.35473340385222e-08,LM,0,7
0,0.2969186029823074,1.0,GNbc,0,7
1,1.1040777009588205,324.81544501877954,GNbc,0,7
2,0.771997803964851,40.404235711864665,GNbc,0,7
3,0.08477900823258085,6.782864057766985,GNbc,0,7
4,0.004405278654333336,0.20978699428961525,GNbc,0,7
5,0.0002165467312862339,0.05018507796222412,GNbc,0,7
6,1.7291440435560118e-05,0.000623772231268729,GNbc,0,7
7,1.4856724389542136e-07,2.760462937851147e-07,GNbc,0,7
0,1.2158150163039692,1.0,GN,0,7
1,0.8034679044793744,0.6926871877457387,GN,0,7
2,0.1345334251371598,3.9979119419938227,GN,0,7
3,0.23005571904783997,0.2466713636168864,GN,0,7
4,0.08093784499317022,1.7898996188458733,GN,0,7
5,0.005450292594316116,1500.2746524575664,GN,0,7
6,0.01734399850193818,205.60832900943961,GN,0,7
7,0.043505161153507735,36.80485821154363,GN,0,7
8,0.04269450317078023,8.749068389228302,GN,0,7
9,0.024055119652252613,41.564550450829486,GN,0,7
10,0.06970050181279677,0.31377037875219016,GN,0,7
11,0.003371050630414364,0.5712807831556278,GN,0,7
12,0.00010778869521837987,0.0836475246754046,GN,0,7
13,1.9603078949624265e-06,0.0003588374339329538,GN,0,7
14,1.9982846609052058e-08,2.256075256770761e-08,GN,0,7
0,0.23331946657120786,1.0,LM,0,8
1,0.4918485797125252,0.5883298392677473,LM,0,8
2,0.5987122613683735,0.42643593525218126,LM,0,8
3,0.44923456612007984,0.11726623130689318,LM,0,8
4,0.23129429112235897,0.045058852677976054,LM,0,8
5,0.17310772508329364,0.027838360876324082,LM,0,8
6,0.1295766182860836,0.02302761886568324,LM,0,8
7,0.0970471584015607,0.030803004147386997,LM,0,8
8,0.0727139561970434,0.040140283238658786,LM,0,8
9,0.054492498660874626,0.04653888171338165,LM,0,8
10,0.040840759576153685,0.04917953444250526,LM,0,8
11,0.020391708164043378,0.0669131782152751,LM,0,8
12,0.00021483909145522158,0.05805864295944673,LM,0,8
13,2.3182871796879365e-06,0.00012477665128624504,LM,0,8
14,1.1887680438159037e-08,1.0017579564693988e-08,LM,0,8
0,0.29756470618228276,1.0,GNbc,0,8
1,1.1077973247703943,299.20840554511904,GNbc,0,8
2,0.7730805267130093,37.10795796889671,GNbc,0,8
3,0.0847704837160072,5.936318029045728,GNbc,0,8
4,0.003836593458892048,0.07617638116464634,GNbc,0,8
5,5.102394621017476e-05,0.009721111366922977,GNbc,0,8
6,4.380896714500401e-06,1.3050630442241167e-05,GNbc,0,8
0,1.2183784982513757,1.0,GN,0,8
1,0.8048208133137432,0.6947618419246403,GN,0,8
2,0.1331697496983517,4.256654921095868,GN,0,8
3,0.23161616506160526,0.28789438622439223,GN,0,8
4,0.08837080856638876,1.7693111256148735,GN,0,8
5,0.011036677653389589,356.44622025234594,GN,0,8
6,0.035685220825316104,58.26607583321872,GN,0,8
7,0.06711490497035033,12.823415995878397,GN,0,8
8,0.20126139580662902,3.3058697156705477,GN,0,8
9,0.09373726542885301,4.380151383495531,GN,0,8
10,0.1715022502471956,0.7647309197150579,GN,0,8
11,0.02232431435230749,5213705.970864749,GN,0,8
12,0.0006187752889930493,651213.399431245,GN,0,8
13,0.0014455187829366446,80723.96634111986,GN,0,8
14,0.003114979335466945,9987.560297202672,GN,0,8
15,0.007160998754230168,1257.5513865204075,GN,0,8
16,0.018267766543402435,176.06120087154284,GN,0,8
17,0.051840156868593244,32.2262885343724,GN,0,8
18,0.0630889767771953,7.646994781557739,GN,0,8
19,0.1638292505339561,0.7538641206129668,GN,0,8
20,0.03248109395939222,3.239382405331466,GN,0,8
21,0.004510635037669995,449.96859911804717,GN,0,8
22,0.004660916010331149,76.78600629438121,GN,0,8
23,0.002891811329903625,14.342831513247866,GN,0,8
24,0.0006153089437987999,2.0705230510214263,GN,0,8
25,9.425064579132326e-05,0.07352213567022227,GN,0,8
26,2.755365396665467e-06,0.00010832051039747146,GN,0,8
27,1.3291325836188612e-08,6.4361799548082876e-09,GN,0,8
0,0.23304665371408037,1.0,LM,0,9
1,0.4928562317105393,0.5878482528219428,LM,0,9
2,0.5991992632795592,0.42460171676976194,LM,0,9
3,0.44985552522510697,0.11615013371887377,LM,0,9
4,0.23106394554083276,0.047930513381518505,LM,0,9
5,0.1729131115006108,0.029404852001476033,LM,0,9
6,0.12940045306260634,0.02337033559622323,LM,0,9
7,0.09688409781679456,0.03163659794638648,LM,0,9
8,0.07256498214850879,0.04224094052963297,LM,0,9
9,0.0543590973805424,0.049936849450468467,LM,0,9
10,0.04072373153766839,0.05364611444539123,LM,0,9
11,0.02030631263888919,0.07655032676985639,LM,0,9
12,0.0002618583191927825,0.07085694648454555,LM,0,9
13,8.06452804450349e-06,3.277196262837476e-05,LM,0,9
0,0.29701561751469596,1.0,GNbc,0,9
1,1.091597496531936,204.95331107151313,GNbc,0,9
2,0.7588865958703607,23.933325757399313,GNbc,0,9
3,0.08705844888671442,2.903200271889067,GNbc,0,9
4,0.007395287564163832,0.6223670746991379,GNbc,0,9
5,0.000956515347594707,0.2283261245145871,GNbc,0,9
6,0.00010500219222576059,0.003020029193959593,GNbc,0,9
7,7.991332182316706e-07,8.394838830807193e-06,GNbc,0,9
0,1.2157193469573773,1.0,GN,0,9
1,0.7967999982992594,0.6926838169435198,GN,0,9
2,0.12606366289985482,4.430657378790349,GN,0,9
3,0.22922148969697861,0.31375355060532517,GN,0,9
4,0.09045360750671004,1.8079598659363443,GN,0,9
5,0.01602274247568165,183.46738357057578,GN,0,9
6,0.05038514121008079,33.53388804533267,GN,0,9
7,0.04458323014528553,7.982126408242636,GN,0,9
8,0.10837325982335591,0.9678689729275275,GN,0,9
9,0.01756251123609765,15.169438990637655,GN,0,9
10,0.000629200413925906,1.8542836708573982,GN,0,9
11,0.0001121266037758553,0.0003815484263598333,GN,0,9
12,7.140265919820442e-07,1.1630936671486902e-06,GN,0,9
0,0.2445033091098086,1.0,LM,1,0
1,0.4988586614292698,0.5676939010404173,LM,1,0
2,0.6056965532774077,0.4019079852717164,LM,1,0
3,0.4360190092749987,0.11423642790307928,LM,1,0
4,0.21308423077229732,0.03375563748094441,LM,1,0
5,0.10416110895379294,0.036880964837467355,LM,1,0
6,0.05159463778571525,0.04234801930322423,LM,1,0
7,0.0010142888914116332,0.03749643866943755,LM,1,0
8,2.277972559485309e-06,0.0002488705089900923,LM,1,0
9,2.5425744375887803e-09,1.2809113646518674e-08,LM,1,0
0,0.2963558318254903,1.0,GNbc,1,0
1,1.2709465617273306,4309.134344311386,GNbc,1,0
2,0.9299460702543184,521.2276502740538,GNbc,1,0
3,0.07763169528025601,114.77205899353913,GNbc,1,0
4,0.010239909282515867,20.685134129908977,GNbc,1,0
5,0.011577119915465527,4.176613569440712,GNbc,1,0
6,0.007984973493079278,0.8238865014134328,GNbc,1,0
7,0.0020726757480066184,0.11103016173868031,GNbc,1,0
8,9.49766303248242e-05,0.00406575174316199,GNbc,1,0
9,1.7096860242233554e-07,6.515999465973343e-06,GNbc,1,0
0,1.2205887647309421,1.0,GN,1,0
1,0.8751249904896278,0.6413821641349002,GN,1,0
2,0.18627051699246663,3.6711139441130936,GN,1,0
3,0.22803337074919422,0.2313853039889321,GN,1,0
4,0.06771990436221847,0.992984549761695,GN,1,0
5,0.013915486428166288,6.422164937209551,GN,1,0
6,0.0031078096029676944,1.0512902221989924,GN,1,0
7,0.00019998248827277003,0.06492588302769425,GN,1,0
8,3.1150628764679214e-06,0.00021811760150968875,GN,1,0
9,4.465172470413916e-09,3.801814711127713e-09,GN,1,0
0,0.24447088816826967,1.0,LM,1,1
1,0.5010641811588993,0.5682901610842616,LM,1,1
2,0.6085495555736907,0.40353681594977064,LM,1,1
3,0.4374976054020783,0.1147042220405839,LM,1,1
4,0.21355161919875865,0.0335595756517266,LM,1,1
5,0.10428745083141112,0.03798893330213843,LM,1,1
6,0.05161212313561304,0.04340629475429497,LM,1,1
7,0.0011192485155234835,0.03770423641374262,LM,1,1
8,1.0440977651100678e-05,0.00021311682828604436,LM,1,1
9,9.43294744277278e-08,1.2634929938034768e-08,LM,1,1
0,0.29740578836926956,1.0,GNbc,1,1
1,1.2717751277645177,4389.5634830963645,GNbc,1,1
2,0.9284389107947819,531.2154445496543,GNbc,1,1
3,0.077759966328789,116.42541206838098,GNbc,1,1
4,0.010168615643398687,20.92879223451972,GNbc,1,1
5,0.01146577974890849,4.223162082500648,GNbc,1,1
6,0.008002956472627214,0.8346954908522717,GNbc,1,1
7,0.0021397452491992985,0.11369601914918474,GNbc,1,1
8,0.00012429061510806202,0.0043896782906562536,GNbc,1,1
9,3.082742665089079e-06,9.366475712416199e-06,GNbc,1,1
0,1.2243284181476293,1.0,GN,1,1
1,0.8772332112676283,0.6412304862288338,GN,1,1
2,0.18824978925281521,3.6974858420461754,GN,1,1
3,0.22935116551546814,0.23511030303007718,GN,1,1
4,0.0687503005597153,0.9999892996319926,GN,1,1
5,0.014376914495287739,7.0084772733786025,GN,1,1
6,0.003388990907584396,1.1713718301148384,GN,1,1
7,0.00025114689155615046,0.07891430167137797,GN,1,1
8,7.564318167513823e-06,0.0003095301899513786,GN,1,1
9,1.504761055327704e-08,1.7306722588254196e-08,GN,1,1
0,0.24401975191322145,1.0,LM,1,2
1,0.5028644915653436,0.5684107744448532,LM,1,2
2,0.6045752865432652,0.403974063885698,LM,1,2
3,0.430604784183167,0.11535773313983685,LM,1,2
4,0.2104958891803949,0.03361736253796221,LM,1,2
5,0.10293549235047146,0.035116094643526406,LM,1,2
6,0.05098132856768113,0.039406189017610595,LM,1,2
7,0.001024068027184757,0.033793597268221065,LM,1,2
8,2.198384737681259e-06,0.000199544624579366,LM,1,2
9,6.170732813166064e-09,6.720027358765939e-09,LM,1,2
0,0.2951695721348158,1.0,GNbc,1,2
1,1.258849560630334,3235.7454056730403,GNbc,1,2
