,dx,dz,method,caso,n
2,0.9294777346443142,397.3701059725228,GNbc,1,2
3,0.07910614629898481,89.21111751333615,GNbc,1,2
4,0.011050955833111628,16.26519647224897,GNbc,1,2
5,0.01188873789866959,3.289899491361097,GNbc,1,2
6,0.007427109933561423,0.6320235593817272,GNbc,1,2
7,0.0016181687397450618,0.07655754854344375,GNbc,1,2
8,5.5308226327783764e-05,0.002097468013208976,GNbc,1,2
9,3.1458560566389225e-07,1.9063887508900143e-06,GNbc,1,2
0,1.2149677211155623,1.0,GN,1,2
1,0.8694494531419098,0.6482872405104921,GN,1,2
2,0.18452259165092366,3.5796163846412163,GN,1,2
3,0.224607437400491,0.21415756127142543,GN,1,2
4,0.06276253276037755,0.9688388234616543,GN,1,2
5,0.01308755473894941,4.7057239870110035,GN,1,2
6,0.002417846262255933,0.7257426990879965,GN,1,2
7,0.00013611933713615756,0.03457391600880783,GN,1,2
8,3.3120700422225325e-06,5.126798007870543e-05,GN,1,2
0,0.24430208495811867,1.0,LM,1,3
1,0.49967263569616654,0.5681621873855766,LM,1,3
2,0.6042125854455812,0.4031163278259794,LM,1,3
3,0.4347658609943009,0.11492175709134941,LM,1,3
4,0.2141828911783329,0.033511066480766294,LM,1,3
5,0.10496096278433412,0.03710935100716979,LM,1,3
6,0.05205313199865764,0.0423339145522648,LM,1,3
7,0.0008708286373549641,0.03738433499657892,LM,1,3
8,2.9922807567185323e-06,0.00027659405936216976,LM,1,3
9,1.4613502877966977e-08,1.564945344170022e-08,LM,1,3
0,0.29444219006367484,1.0,GNbc,1,3
1,1.264140297099855,5867.819023042171,GNbc,1,3
2,0.9173023084776413,701.5259464380176,GNbc,1,3
3,0.07459002142292157,150.44495178287266,GNbc,1,3
4,0.009562657649732412,26.825037144355196,GNbc,1,3
5,0.011689203170858545,5.407716612525285,GNbc,1,3
6,0.009076962308015886,1.0950750014370314,GNbc,1,3
7,0.0028973862899368224,0.16472958934887016,GNbc,1,3
8,0.00019116852820607916,0.008294575754646406,GNbc,1,3
9,2.260095703299207e-06,2.5617543729922688e-05,GNbc,1,3
0,1.2118280388696419,1.0,GN,1,3
1,0.8675057077255123,0.6535973158809757,GN,1,3
2,0.18586673990727764,3.6003824415018086,GN,1,3
3,0.22722585244950944,0.21584176982255085,GN,1,3
4,0.0645995339853821,0.9962798377886655,GN,1,3
5,0.012617009185355705,5.318309597691166,GN,1,3
6,0.002577665840658683,0.8165339270755682,GN,1,3
7,0.0001996337134055615,0.042186950463599035,GN,1,3
8,1.1549183778312239e-05,0.00016553588275460378,GN,1,3
9,8.09636729893054e-08,1.257789313575797e-08,GN,1,3
0,0.24442215250055624,1.0,LM,1,4
1,0.4996328809673377,0.5679852749849074,LM,1,4
2,0.5975764563349845,0.40370348484642354,LM,1,4
3,0.43002805460779386,0.11898636219726921,LM,1,4
4,0.2132393985675421,0.033693920822746304,LM,1,4
5,0.10488162342609261,0.03349694578523362,LM,1,4
6,0.0521672312548134,0.03844646971442465,LM,1,4
7,0.0007433684710650208,0.03575726717841867,LM,1,4
8,2.558897581785913e-05,0.0003414461177748744,LM,1,4
9,1.233898245823044e-07,5.541662935067734e-08,LM,1,4
0,0.29381941290912783,1.0,GNbc,1,4
1,1.2573761169774214,5963.420141153203,GNbc,1,4
2,0.9136346258992403,713.0813262328048,GNbc,1,4
3,0.07432349283752637,153.62475980250662,GNbc,1,4
4,0.009647663968614722,27.432672301012243,GNbc,1,4
5,0.01222468855633894,5.523470911827149,GNbc,1,4
6,0.009651478892333493,1.1192191550577106,GNbc,1,4
7,0.0031931845071411333,0.16954533913140607,GNbc,1,4
8,0.0003163687265150974,0.008419834992254986,GNbc,1,4
9,1.8958647993937073e-05,1.3948046302039693e-05,GNbc,1,4
10,2.525414536093318e-07,1.0770874753980294e-08,GNbc,1,4
0,1.209719868203224,1.0,GN,1,4
1,0.8680428641245433,0.6468493088161635,GN,1,4
2,0.18983284224524458,3.300222253201598,GN,1,4
3,0.2229309222181989,0.17304111308232165,GN,1,4
4,0.05772960423155112,0.9490183343570466,GN,1,4
5,0.010829924710914839,3.5456796259341097,GN,1,4
6,0.0017953185079020186,0.4950050016961175,GN,1,4
7,7.71645561892678e-05,0.017651448960658116,GN,1,4
8,2.985503170866831e-06,2.7063868237810266e-05,GN,1,4
0,0.2444909362891707,1.0,LM,1,5
1,0.4984023907869557,0.569427224883323,LM,1,5
2,0.6056140391366106,0.4029001375473155,LM,1,5
3,0.4348470042124872,0.11415716684606413,LM,1,5
4,0.2140595788229877,0.03342336492300213,LM,1,5
5,0.10500445419707562,0.03886179571625226,LM,1,5
6,0.05213906094085738,0.044437295793800215,LM,1,5
7,0.0008689874984035255,0.0393855232094572,LM,1,5
8,1.4484890755929396e-05,0.0003101243011275447,LM,1,5
9,2.5521863632053816e-08,4.049154801604841e-08,LM,1,5
0,0.29632295875689896,1.0,GNbc,1,5
1,1.2588402063849815,3269.607254300983,GNbc,1,5
2,0.9296981998481875,402.05073866777167,GNbc,1,5
3,0.0779360497889013,89.79237498170757,GNbc,1,5
4,0.011111695961734959,16.33885697567029,GNbc,1,5
5,0.011371466448230819,3.2944496124174956,GNbc,1,5
6,0.006851115788845659,0.6275704512626459,GNbc,1,5
7,0.0014090594503011506,0.07354793533466689,GNbc,1,5
8,5.2053753780380864e-05,0.0017821681677908222,GNbc,1,5
9,9.885181099476764e-07,8.323613951687926e-07,GNbc,1,5
0,1.2195009747747532,1.0,GN,1,5
1,0.8733390139168804,0.6529327994570874,GN,1,5
2,0.18378134847464772,3.69395105316594,GN,1,5
3,0.22727578576214258,0.23057639654442152,GN,1,5
4,0.06803270015306612,1.0076531777774438,GN,1,5
5,0.014305629261243609,6.748545368676456,GN,1,5
6,0.0031944850025800954,1.126185967743957,GN,1,5
7,0.0003533099979928227,0.0708060527321228,GN,1,5
8,2.173372984509226e-05,0.00010400919467634803,GN,1,5
9,1.2570590794568463e-07,4.166400975942092e-08,GN,1,5
0,0.2444568068709892,1.0,LM,1,6
1,0.5004898609012534,0.567776438307674,LM,1,6
2,0.6005039527850183,0.4037229245818427,LM,1,6
3,0.4296876027491096,0.11790293962143576,LM,1,6
4,0.21088357279368272,0.03357764825462206,LM,1,6
5,0.10323872907137122,0.03330472988561223,LM,1,6
6,0.05118996715553638,0.037094990179284894,LM,1,6
7,0.0009105304789179337,0.03228572054319217,LM,1,6
8,1.0981559431162697e-05,0.00022838516579278318,LM,1,6
9,4.40095721513815e-08,2.2677206157795993e-08,LM,1,6
0,0.29489035930040775,1.0,GNbc,1,6
1,1.2657539626641092,5063.645031839209,GNbc,1,6
2,0.9269808731294398,608.7708544189825,GNbc,1,6
3,0.07730558190796592,133.89619147407626,GNbc,1,6
4,0.010102236774114351,24.053805344734595,GNbc,1,6
5,0.012446926401865665,4.8513241384850065,GNbc,1,6
6,0.009419055288690248,0.973657347063194,GNbc,1,6
7,0.0028611964153371252,0.14193965438383221,GNbc,1,6
8,0.0001847916777786758,0.006467809369978084,GNbc,1,6
9,5.009486906255112e-06,1.404082497708401e-05,GNbc,1,6
0,1.2148636605574406,1.0,GN,1,6
1,0.8767838126857764,0.6425504396852848,GN,1,6
2,0.19337750256812353,3.3914935261149575,GN,1,6
3,0.2251580938637698,0.18876918657663525,GN,1,6
4,0.059879562265828926,0.9411312601066688,GN,1,6
5,0.012023305411811937,3.738151560625749,GN,1,6
6,0.0019985955415013383,0.5443548613253528,GN,1,6
7,8.574891132639426e-05,0.02129491025881066,GN,1,6
8,1.5547413782246887e-06,2.2067737949584287e-05,GN,1,6
0,0.24435410825175552,1.0,LM,1,7
1,0.5002714026967299,0.5691140248369027,LM,1,7
2,0.6062972359025208,0.40290739480214977,LM,1,7
3,0.43323795229458345,0.11477697773510724,LM,1,7
4,0.212273847910824,0.03342899862211391,LM,1,7
5,0.10387476823156218,0.03743982159252219,LM,1,7
6,0.05148138274127434,0.04235707361321101,LM,1,7
7,0.0010014586036589056,0.036602422461325376,LM,1,7
8,2.3174680267966024e-06,0.00023632189343466515,LM,1,7
9,2.551232432173755e-09,1.2024265567637832e-08,LM,1,7
0,0.29716999676073896,1.0,GNbc,1,7
1,1.2591358089680875,3290.610269279165,GNbc,1,7
2,0.927059750585492,404.1386552000308,GNbc,1,7
3,0.07817367901279505,90.23437545310968,GNbc,1,7
4,0.010901182583382732,16.43446558939918,GNbc,1,7
5,0.01150398906414392,3.3221364028756653,GNbc,1,7
6,0.007109483997573684,0.6374404664545386,GNbc,1,7
7,0.0015227034126478493,0.07670940877052221,GNbc,1,7
8,4.970819411378472e-05,0.00205333189072237,GNbc,1,7
9,1.2908387040955144e-07,1.7216396376294948e-06,GNbc,1,7
0,1.2231453882061396,1.0,GN,1,7
1,0.8774315608325907,0.647624918961976,GN,1,7
2,0.1840918971975423,3.6677185268847414,GN,1,7
3,0.2257938331705648,0.22977095621032265,GN,1,7
4,0.0667853337382794,0.9874735914867587,GN,1,7
5,0.01384963290954521,6.025535376164481,GN,1,7
6,0.002944858351079188,0.9772139555304897,GN,1,7
7,0.00019338180895006406,0.05712977321449002,GN,1,7
8,5.1507321381724195e-06,0.00014922804116155333,GN,1,7
9,9.342215088662564e-09,6.754029298159213e-09,GN,1,7
0,0.24422575461820956,1.0,LM,1,8
1,0.5014475713823785,0.5679876680578075,LM,1,8
2,0.6069269492618596,0.4019646172091729,LM,1,8
3,0.43422938934496297,0.11319396026311276,LM,1,8
4,0.21249468107470276,0.033680295333950144,LM,1,8
5,0.1038034039189934,0.03726117525145643,LM,1,8
6,0.05134570565646739,0.04264927298177987,LM,1,8
7,0.0011006548293082236,0.037021985853897,LM,1,8
8,2.01979274740159e-05,0.00019427921978299397,LM,1,8
9,2.1059841583444886e-07,4.4077810133867593e-08,LM,1,8
0,0.2967332033807061,1.0,GNbc,1,8
1,1.2643612048973998,3217.6348594811507,GNbc,1,8
2,0.9314321083246059,394.5622814851271,GNbc,1,8
3,0.0793222387491434,87.68325750916826,GNbc,1,8
4,0.010627532728185915,15.956213844353496,GNbc,1,8
5,0.011316386879045622,3.2325302291320566,GNbc,1,8
6,0.007023742771219501,0.6214431662674396,GNbc,1,8
7,0.001552342122957379,0.0750615414591547,GNbc,1,8
8,8.708740243391811e-05,0.002115387679576863,GNbc,1,8
9,1.992945240455206e-06,2.6259890085052953e-06,GNbc,1,8
0,1.2212331326151005,1.0,GN,1,8
1,0.8764446687669267,0.6444829099849668,GN,1,8
2,0.18416694773637593,3.7683558027051864,GN,1,8
3,0.22697806814363772,0.24516507914378285,GN,1,8
4,0.06841479717925245,0.994819779432644,GN,1,8
5,0.01377370360316136,6.545487598758155,GN,1,8
6,0.003129389744895482,1.0547352580270695,GN,1,8
7,0.0002683031595662729,0.06603777367444723,GN,1,8
8,1.5937771593083656e-05,0.00037783464801660914,GN,1,8
9,2.89129377664144e-08,5.0642698740843076e-08,GN,1,8
0,0.2444188880026381,1.0,LM,1,9
1,0.49809759160121625,0.568651208713219,LM,1,9
2,0.5998945648015623,0.40247256375659973,LM,1,9
3,0.42922061224452374,0.1168975000198053,LM,1,9
4,0.21111971057919135,0.033545547420664415,LM,1,9
5,0.10338906837210667,0.034200726678867074,LM,1,9
6,0.05127139216296657,0.03821834760099229,LM,1,9
7,0.0008687484651754921,0.03327511546440716,LM,1,9
8,6.908930082243782e-06,0.0002372302003577733,LM,1,9
9,1.2516361781386258e-08,1.91295964249462e-08,LM,1,9
0,0.2933836639436526,1.0,GNbc,1,9
1,1.2559511423498222,3029.7493566887133,GNbc,1,9
2,0.930440218853387,372.7973110508049,GNbc,1,9
3,0.07844069508651763,84.01363648339483,GNbc,1,9
4,0.011206917441740568,15.405801274171743,GNbc,1,9
5,0.012067006440301583,3.1236683821894706,GNbc,1,9
6,0.0074012059535040866,0.5975761268197015,GNbc,1,9
7,0.0015534441180846447,0.07080659624160396,GNbc,1,9
8,5.312177196750152e-05,0.0017914001109787965,GNbc,1,9
9,8.58296364070626e-07,1.0705690850168375e-06,GNbc,1,9
0,1.208258816296177,1.0,GN,1,9
1,0.8692969562663281,0.6479884984646138,GN,1,9
2,0.18570649273857354,3.522177593990244,GN,1,9
3,0.22225639896276964,0.20786958806028263,GN,1,9
4,0.06176057794581646,0.9455330643338256,GN,1,9
5,0.012273559955893324,4.075031415976189,GN,1,9
6,0.0021143511919172494,0.5985446288388422,GN,1,9
7,8.20029893998448e-05,0.024869408569754288,GN,1,9
8,1.8326961002033371e-06,4.3762516863138334e-05,GN,1,9
0,0.23757306027329855,1.0,LM,2,0
1,0.5748623237991372,0.5320072253021246,LM,2,0
2,0.7581314715167023,0.4026999536387026,LM,2,0
3,0.24200135096403794,0.1465681682290881,LM,2,0
4,0.012567306702021615,0.04025198454065787,LM,2,0
5,8.771512112366917e-05,0.00012829028428023188,LM,2,0
6,2.8852540086256574e-08,2.6630070383202917e-08,LM,2,0
0,0.31614204897591536,1.0,GNbc,2,0
1,0.2693059124605832,2.2387851977269966,GNbc,2,0
2,0.45010191554982576,1.1157582748865749,GNbc,2,0
3,1.4925827491247086,0.6715477414173295,GNbc,2,0
4,4.996051054078457,0.3568885110390666,GNbc,2,0
5,17.66857912924225,0.16674090055849242,GNbc,2,0
6,76.60073664188,0.14407540583728196,GNbc,2,0
7,6674.103348915775,0.2052147214895203,GNbc,2,0
0,1.2462062055963927,1.0,GN,2,0
1,1.0043055842160529,0.5200922165818661,GN,2,0
2,0.35924510588386405,6.547046515600452,GN,2,0
3,1.599882209060519,3.226655816434528,GN,2,0
4,30.706795827557684,2.456511274843831,GN,2,0
5,3972.4518895034394,2.430790444259179,GN,2,0
0,0.23762365591474507,1.0,LM,2,1
1,0.5728569564232623,0.5318756367704649,LM,2,1
2,0.7526982052313412,0.4025502358375868,LM,2,1
3,0.23759987784191755,0.1505491800550483,LM,2,1
4,0.012511247831863002,0.03638343997180988,LM,2,1
5,8.765428971416208e-05,8.881375294835176e-05,LM,2,1
6,5.916220556632136e-08,2.280985766854943e-08,LM,2,1
0,0.31406888388932824,1.0,GNbc,2,1
1,0.267667758732513,2.2498128791225853,GNbc,2,1
2,0.4477830516101323,1.1190238215966626,GNbc,2,1
3,1.4798720697302632,0.6715491211273278,GNbc,2,1
4,5.052632340229661,0.3575971253050955,GNbc,2,1
5,15.599620103831896,0.1697376788706059,GNbc,2,1
6,46.01170568741357,0.13567418815667545,GNbc,2,1
7,2385.965814936061,0.19060788454405783,GNbc,2,1
0,1.2378788357111605,1.0,GN,2,1
1,0.9895631971150678,0.5216920363816322,GN,2,1
2,0.3491819635572101,6.927575808037582,GN,2,1
3,1.4806526559177862,3.2792321770266426,GN,2,1
4,27.117082633136224,2.4514283986673076,GN,2,1
5,3342.5748114266007,2.4369806030054493,GN,2,1
0,0.23718051763633533,1.0,LM,2,2
1,0.5747968183240367,0.5318007706830766,LM,2,2
2,0.7549112493383398,0.4028517506891711,LM,2,2
3,0.23713844265215167,0.14641683229161948,LM,2,2
4,0.0120978607259669,0.04085853933604952,LM,2,2
5,7.498392977328043e-05,0.00013513709893848012,LM,2,2
6,4.9261065273486224e-08,3.263386542580592e-08,LM,2,2
0,0.3136517267374791,1.0,GNbc,2,2
1,0.26714407648942773,2.2729746863599694,GNbc,2,2
2,0.44644214915736347,1.1288799282762307,GNbc,2,2
3,1.464655462493088,0.6763244638361089,GNbc,2,2
4,5.023420294439042,0.3589107014178271,GNbc,2,2
5,14.250945799099457,0.1712091427209758,GNbc,2,2
6,32.480800304505934,0.13247006516783072,GNbc,2,2
7,1233.2511574422306,0.1841912311156936,GNbc,2,2
0,1.236209688766551,1.0,GN,2,2
1,0.9888470749255873,0.5257835844902443,GN,2,2
2,0.3503259543287435,7.193273270299794,GN,2,2
3,1.4564943594443396,3.346014424212965,GN,2,2
4,25.593943529372577,2.516206407541595,GN,2,2
5,2516.6799236540633,2.4544793984822464,GN,2,2
0,0.23727926813606035,1.0,LM,2,3
1,0.5751864351056787,0.5325024932469355,LM,2,3
2,0.7550446082079596,0.40293456404815103,LM,2,3
3,0.23771790622895267,0.1496112021813579,LM,2,3
4,0.012438132743103814,0.03708235571395141,LM,2,3
5,8.732817098663059e-05,9.07414064928768e-05,LM,2,3
6,1.1131313789155638e-07,2.970545339992647e-08,LM,2,3
0,0.3142733598537178,1.0,GNbc,2,3
1,0.2686219970408968,2.226570620942568,GNbc,2,3
2,0.45194415078199385,1.1101903826536197,GNbc,2,3
3,1.5069477227095787,0.668655843861028,GNbc,2,3
4,5.050505807847835,0.35582091178090974,GNbc,2,3
5,18.367433662174324,0.1659493871737402,GNbc,2,3
6,86.17040986960727,0.1442496781188943,GNbc,2,3
7,8369.89099686394,0.2059230408822432,GNbc,2,3
0,1.2383128335919988,1.0,GN,2,3
1,0.9959342824861328,0.5226224437270052,GN,2,3
2,0.36173146590047855,6.444774234038788,GN,2,3
3,1.6433690613320315,3.1909415296409915,GN,2,3
4,31.985335747840615,2.4525653763833866,GN,2,3
5,4254.830286976059,2.432517919058801,GN,2,3
0,0.23744876447611918,1.0,LM,2,4
1,0.5726769698296885,0.5325135710469303,LM,2,4
2,0.7493364994000062,0.403575543226683,LM,2,4
3,0.2371084200132057,0.1522920478406032,LM,2,4
4,0.012530835373006349,0.037608366930036795,LM,2,4
5,9.793106384481817e-05,0.00012235363706651273,LM,2,4
6,2.638086058262974e-07,2.137493296806243e-08,LM,2,4
0,0.31230967448277897,1.0,GNbc,2,4
1,0.267243844385804,2.2480799301339767,GNbc,2,4
2,0.4492905721090283,1.120686440647448,GNbc,2,4
3,1.488848569732646,0.6743644181242452,GNbc,2,4
4,5.077300532155299,0.35764386781014185,GNbc,2,4
5,15.068404794514692,0.17058099952199499,GNbc,2,4
6,38.987774802452655,0.1335465771906018,GNbc,2,4
7,1701.2391045324116,0.18595503323048032,GNbc,2,4
0,1.2306288770969092,1.0,GN,2,4
1,0.9859669619811169,0.5303186104408834,GN,2,4
2,0.34781829458909524,6.912789705947554,GN,2,4
3,1.4750452396745373,3.2836170235542186,GN,2,4
4,27.5388481697403,2.441216459269416,GN,2,4
5,3860.726216031758,2.4534881257582324,GN,2,4
0,0.2378345072439256,1.0,LM,2,5
1,0.5725236919363136,0.5314167267012178,LM,2,5
2,0.755851659975652,0.4023313310495118,LM,2,5
3,0.24304449761760602,0.14764607210822728,LM,2,5
4,0.012877289792739383,0.03897430314250056,LM,2,5
5,7.800510115228691e-05,0.00010486727788800029,LM,2,5
6,5.623820761827261e-08,3.148949872675407e-08,LM,2,5
0,0.3162948296229103,1.0,GNbc,2,5
1,0.2701283461495942,2.2310133889490875,GNbc,2,5
2,0.4510404861352344,1.1114216506846013,GNbc,2,5
3,1.4939750792472941,0.6688498414128297,GNbc,2,5
4,5.019021676301831,0.35527412586167983,GNbc,2,5
5,16.818839311981048,0.16706149526036299,GNbc,2,5
6,62.1373531960066,0.1396110869385888,GNbc,2,5
7,4314.3404803994645,0.19730486753057871,GNbc,2,5
0,1.2465353485797426,1.0,GN,2,5
1,1.0029203617288414,0.5163481749524073,GN,2,5
2,0.3586343232035867,6.612996824552396,GN,2,5
3,1.5768243755295308,3.226645935325639,GN,2,5
4,29.98062361565259,2.456322356196192,GN,2,5
5,3837.951022769981,2.4358873149421676,GN,2,5
0,0.23784809789729938,1.0,LM,2,6
1,0.5717344173227134,0.532635483560001,LM,2,6
2,0.753612828102566,0.40329929690298477,LM,2,6
3,0.24103002905446988,0.14971599847291991,LM,2,6
4,0.012843296752795792,0.03671582972990589,LM,2,6
5,6.621286755344936e-05,9.880730165092684e-05,LM,2,6
6,5.2615636436132575e-08,2.79164424812762e-08,LM,2,6
0,0.3156036344181395,1.0,GNbc,2,6
1,0.2695246968211239,2.2388545275455645,GNbc,2,6
2,0.4504684627734708,1.1155064925467189,GNbc,2,6
3,1.4940349358056049,0.6713311592211879,GNbc,2,6
4,4.939977315333459,0.35588794423750186,GNbc,2,6
5,17.68316920162256,0.16488005166472877,GNbc,2,6
6,76.37558672041686,0.14610858184412953,GNbc,2,6
7,6484.081798622083,0.2054084877493635,GNbc,2,6
0,1.2436833469667363,1.0,GN,2,6
1,1.0007400670116748,0.5204614641034965,GN,2,6
2,0.3581123765847382,6.682786551873739,GN,2,6
3,1.557271903723117,3.2334586886647045,GN,2,6
4,29.440907240977804,2.4540467835672515,GN,2,6
5,3775.1912875187554,2.4244583492543827,GN,2,6
0,0.23737064975202102,1.0,LM,2,7
1,0.573935247404717,0.5317440973679218,LM,2,7
2,0.7611756046781852,0.402140931952986,LM,2,7
3,0.24176906009117058,0.14955035582609127,LM,2,7
4,0.012424802647058933,0.03807831879427619,LM,2,7
5,5.464808863253374e-05,8.682738164647762e-05,LM,2,7
6,5.421711593989823e-08,3.714731963907282e-08,LM,2,7
0,0.3174020368442938,1.0,GNbc,2,7
1,0.27011801572854993,2.245597683107697,GNbc,2,7
2,0.4483260713521606,1.1188896845351395,GNbc,2,7
3,1.4841517783820197,0.6732404258377491,GNbc,2,7
4,4.929783217251945,0.35747674084626935,GNbc,2,7
5,17.151889626410714,0.1657395971580734,GNbc,2,7
6,69.1730853510346,0.1438820630840775,GNbc,2,7
7,5379.6525610464,0.20271060931505397,GNbc,2,7
0,1.2509461479343509,1.0,GN,2,7
1,1.003579808942324,0.5198281345433433,GN,2,7
2,0.35557115828958036,6.831597648110173,GN,2,7
3,1.5291511354335887,3.2688341585773726,GN,2,7
4,27.83485903304273,2.479532292783222,GN,2,7
5,3045.0666376192676,2.4140753933748558,GN,2,7
0,0.23760944414081256,1.0,LM,2,8
1,0.5722842280659901,0.5321580107924897,LM,2,8
2,0.7535188129392559,0.40289652299774364,LM,2,8
3,0.23971980683733113,0.15121483531771351,LM,2,8
4,0.0127303582023193,0.036131506012087915,LM,2,8
5,8.621501411734281e-05,8.738277676654399e-05,LM,2,8
6,3.796349878068062e-08,2.9669549915394805e-08,LM,2,8
0,0.31480139086921327,1.0,GNbc,2,8
1,0.2689980256468016,2.2371590319742043,GNbc,2,8
2,0.4501167415978905,1.1146837911195702,GNbc,2,8
3,1.496774706911404,0.6710431380181743,GNbc,2,8
4,5.047614114059834,0.35653283618719117,GNbc,2,8
5,16.49724430548594,0.16777564396601505,GNbc,2,8
6,56.480541305697415,0.13792432006473887,GNbc,2,8
7,3518.8468991136206,0.1939549538269231,GNbc,2,8
0,1.240324052120519,1.0,GN,2,8
1,0.9950574961993841,0.5223916702302436,GN,2,8
2,0.35462167643318987,6.712220631274388,GN,2,8
3,1.5436858086766685,3.2370335178499743,GN,2,8
4,29.16745686126343,2.4474012592993577,GN,2,8
5,3914.848956115056,2.438842345631322,GN,2,8
0,0.23812885489164884,1.0,LM,2,9
1,0.5727720569438798,0.5309979987200778,LM,2,9
2,0.758495303626194,0.4017363995012377,LM,2,9
3,0.24777800828531568,0.14319071172562725,LM,2,9
4,0.013103533949953235,0.04066301630163635,LM,2,9
5,8.68929794054413e-05,0.00010210024066832856,LM,2,9
6,9.129263384282386e-08,4.23563806838548e-08,LM,2,9
0,0.31802324042673125,1.0,GNbc,2,9
1,0.27135877408662235,2.231726673347554,GNbc,2,9
2,0.45147084549408956,1.1085452354925818,GNbc,2,9
3,1.4898462633906684,0.6662224998112103,GNbc,2,9
4,4.997457969676047,0.35495111001369656,GNbc,2,9
5,17.36461888739301,0.16604257683745974,GNbc,2,9
6,71.44009171003499,0.14221029528565207,GNbc,2,9
7,5777.47029369173,0.20197773862609025,GNbc,2,9
0,1.2532855099268811,1.0,GN,2,9
1,1.0151471213009866,0.5041936239161693,GN,2,9
2,0.36691460070413395,6.562030427367499,GN,2,9
3,1.6255465951544499,3.2171153056516903,GN,2,9
4,30.391410569969395,2.4927805324786716,GN,2,9
5,3120.9936269121895,2.4149096383256197,GN,2,9
0,0.23100544488528232,1.0,LM,3,0
1,0.6337138208477933,0.5454381323818689,LM,3,0
2,0.8280752800439295,0.4012760657860153,LM,3,0
3,0.22086716630478823,0.24469304146516624,LM,3,0
4,0.01352218601600749,0.06833990014188145,LM,3,0
5,0.00010045261513997187,0.001189086848877146,LM,3,0
6,1.060639999916403e-07,3.608244658224518e-07,LM,3,0
0,0.3419812471543399,1.0,GNbc,3,0
1,0.3157891748741818,1.440536448455203,GNbc,3,0
2,0.35113496055654786,0.8014292756089904,GNbc,3,0
3,2.764358759529609,0.581114246944032,GNbc,3,0
4,14.491443094916635,0.4269974316616013,GNbc,3,0
5,165.65378775964595,0.20189209312632064,GNbc,3,0
6,14651.253225951821,0.04942062722483636,GNbc,3,0
0,1.3388034546340084,1.0,GN,3,0
1,1.4009784816943427,0.48226074214889536,GN,3,0
2,2.4458131463897708,1.2148811212835198,GN,3,0
3,34.44859710151816,0.9525786379327996,GN,3,0
4,1588.8147701112207,0.5915643744813768,GN,3,0
0,0.23100604427901972,1.0,LM,3,1
1,0.6341852342585308,0.546687314977386,LM,3,1
2,0.8291933949578515,0.40191495791316584,LM,3,1
3,0.21733555184394374,0.24992270073337247,LM,3,1
4,0.013586161542485285,0.07152276486532926,LM,3,1
5,0.00011287562957720877,0.0012957118921225969,LM,3,1
6,2.37996401654956e-07,4.933760798235333e-07,LM,3,1
0,0.34207030410765554,1.0,GNbc,3,1
1,0.3158744525347365,1.439496256624045,GNbc,3,1
2,0.35223945814474544,0.8019586446778929,GNbc,3,1
3,2.776493351005805,0.5818542377938073,GNbc,3,1
4,14.292344113605212,0.427288400571502,GNbc,3,1
5,171.6267193557883,0.19790556756058003,GNbc,3,1
6,16633.350656956914,0.056615367944911205,GNbc,3,1
0,1.338798051362358,1.0,GN,3,1
1,1.4015424644812735,0.4873638716382471,GN,3,1
2,2.4750358453856762,1.2180575145017043,GN,3,1
3,35.70468009714947,0.9646993906698773,GN,3,1
4,1749.9063169029187,0.5994069359042946,GN,3,1
0,0.23113879822626504,1.0,LM,3,2
1,0.6329215713483891,0.5460829042828981,LM,3,2
2,0.8237890141526757,0.402376525217856,LM,3,2
3,0.21825286826487492,0.24510014171262232,LM,3,2
4,0.013520980333404918,0.06658905843499181,LM,3,2
5,9.299533496869365e-05,0.0011633327407804433,LM,3,2
6,4.5003658253674303e-07,2.7200203793478305e-07,LM,3,2
0,0.339843208646593,1.0,GNbc,3,2
1,0.3147541536486688,1.445911682428,GNbc,3,2
2,0.34992088089486134,0.8038846292565723,GNbc,3,2
3,2.7457426133578737,0.5824218359897164,GNbc,3,2
4,14.493615265617727,0.42706648297893335,GNbc,3,2
5,160.23188585684935,0.20423299686700808,GNbc,3,2
6,13301.686489427528,0.04607305584681255,GNbc,3,2
0,1.329878218570938,1.0,GN,3,2
1,1.388242702712046,0.4870430705936472,GN,3,2
2,2.3995827155771403,1.2191851868449737,GN,3,2
3,33.6127897518724,0.9596326103255739,GN,3,2
4,1561.820535114528,0.5934639332851656,GN,3,2
0,0.23104881225450902,1.0,LM,3,3
1,0.6331815929706651,0.5464675184371436,LM,3,3
2,0.821987147254748,0.4022832954431706,LM,3,3
3,0.2153586021455169,0.2501988544052841,LM,3,3
4,0.013419385771882324,0.07017689934366213,LM,3,3
5,0.00014442436287791192,0.0012349925695424521,LM,3,3
6,4.243986459508407e-07,4.580838086112839e-07,LM,3,3
0,0.3395043345246628,1.0,GNbc,3,3
1,0.3143307019249852,1.4389008910009473,GNbc,3,3
2,0.35192029630486044,0.8019280740842353,GNbc,3,3
3,2.7757378375449733,0.5817632177576619,GNbc,3,3
4,14.669817498347783,0.4273166845244938,GNbc,3,3
5,165.8714147184447,0.20364493713922394,GNbc,3,3
6,14357.225046979585,0.047510180010598924,GNbc,3,3
0,1.3290661928057754,1.0,GN,3,3
1,1.3934436384141966,0.4907326061128908,GN,3,3
2,2.41160135998187,1.218510773625215,GN,3,3
3,32.5719142173484,0.9368127029898938,GN,3,3
4,1287.4953780970025,0.5787453023692453,GN,3,3
