,dx,dz,method,caso
0,0.2927176927588708,1.0,LM,0
1,0.16945070085192088,0.14752476754320307,LM,0
2,1.0864603819247378,0.0015768071814618746,LM,0
3,1.2578814046099793,0.000734584562162745,LM,0
4,1.3368506775694238,0.0005171374344351808,LM,0
5,1.3234447634928148,0.0004168261217398013,LM,0
6,1.2731221860424673,0.0003580047229008482,LM,0
7,1.2095591483323367,0.0003190608426120144,LM,0
8,1.0696845636593333,0.0002781297743913721,LM,0
9,0.6037226466117982,0.00015617002172029613,LM,0
10,0.5413906968636764,9.345306846605596e-05,LM,0
11,0.5301661091063602,7.195899897318311e-05,LM,0
12,0.535840349227228,8.664230125189946e-05,LM,0
13,0.5282736133793533,0.0001089710628754012,LM,0
14,0.4919574156978099,0.0001267301128106043,LM,0
15,0.3515617225210871,0.0002466435828654103,LM,0
16,0.011143698564409076,0.0002694834464869171,LM,0
17,0.0005670019296063923,9.094023880681526e-07,LM,0
18,2.653409928217219e-08,6.294635572140966e-11,LM,0
0,0.4120938142725181,1.0,GNbc,0
1,1.2985144528000003,0.3972800653028701,GNbc,0
2,3.4714211808408253,0.0162881481381315,GNbc,0
3,1.022515741632614,0.000800406720061641,GNbc,0
4,1.3593846767831368,0.0005432521974863778,GNbc,0
5,0.998309321773523,0.0005760445655177028,GNbc,0
6,0.7293468387141842,0.0008406535992550453,GNbc,0
7,0.33297400632870744,0.00035256754445680443,GNbc,0
8,0.024472913434557562,2.29685110486219e-05,GNbc,0
9,0.0011417971582153481,1.3503670008652438e-07,GNbc,0
10,3.047302734532704e-07,7.912884975853366e-11,GNbc,0
0,1.6619858603179916,1.0,GN,0
1,5.728675351101487,0.15998561237085435,GN,0
2,1.00918091118628,0.015720826249520734,GN,0
3,0.5424450570573673,0.0009528923528531612,GN,0
4,0.05702765574466729,0.06931469374303438,GN,0
5,0.006673146969173437,0.01440171366576902,GN,0
6,0.0002075401572681375,0.002347345031432914,GN,0
7,1.4851389955870131e-05,0.000132600650565528,GN,0
8,5.8136601541594476e-08,5.004011800843827e-07,GN,0
0,0.9583564333194267,1.0,LM,1
1,0.7488640412017076,0.27117161380853644,LM,1
2,0.7678642682284245,0.33975566073973446,LM,1
3,0.7536299247496302,0.1819889996384412,LM,1
4,0.2787739727245583,0.31283646844038726,LM,1
5,0.025569177816815197,0.0177709033882924,LM,1
6,0.0008105730415271704,0.00011548093353018737,LM,1
7,2.5407085377613356e-07,3.567949920444864e-08,LM,1
0,1.6803979748700868,1.0,GNbc,1
1,58.314421949196095,1.4184065147576865,GNbc,1
2,0.3619896637327967,0.28959970697441473,GNbc,1
3,0.16999251335601412,0.18454082559487286,GNbc,1
4,0.37512411126670514,0.21699596214036732,GNbc,1
5,0.0877312302482861,0.10310290435888705,GNbc,1
6,0.001626806294022119,0.03989286064733305,GNbc,1
7,6.333204592195911e-06,0.0003657288347319744,GNbc,1
8,1.608634709855317e-09,1.783502647542491e-08,GNbc,1
0,1.6738707369760533,1.0,GN,1
1,5.0055770972953555,0.3438460647291282,GN,1
2,1.4860652474165954,10.99746819739673,GN,1
3,1.059484303294022,1.505012810312738,GN,1
4,1.4905612839000486,0.1565746256672518,GN,1
5,1.3089327186745177,0.2943285400986811,GN,1
6,1.1019947606555505,0.12794226959174923,GN,1
7,3.111275600268699,0.09922163882771007,GN,1
8,0.7861590911712419,0.14643991073442772,GN,1
9,1.2380791045155801,0.10237836549086117,GN,1
10,1.1636967770497164,0.0723739909893056,GN,1
11,0.8457919137824693,0.08261136689936065,GN,1
12,0.2482115361250452,0.03866136615264361,GN,1
13,0.10899072331581189,0.009574559765262846,GN,1
14,0.000985049109305129,0.0004979737409811138,GN,1
15,4.716252049878704e-06,4.194435646631507e-07,GN,1
0,1.2745805668194883,1.0,LM,2
1,1.0398808795323082,0.10168629542514859,LM,2
2,0.9659184327951398,0.03765726845862464,LM,2
3,0.7868250524507492,0.027580814769070802,LM,2
4,0.14166809801132257,0.023766500812730344,LM,2
5,0.04557066268656276,0.0029746614828347817,LM,2
6,0.00022508281201554428,6.645688759510274e-05,LM,2
7,2.1944088709990605e-07,1.4378785435390139e-08,LM,2
0,0.9099270091775679,1.0,GNbc,2
1,1.3281167418899498,2.3167622717935115,GNbc,2
2,1.1900567835306906,0.14538927885761188,GNbc,2
3,1.6255360625650437,0.13966284175765573,GNbc,2
4,0.843246314431026,0.09234262428755201,GNbc,2
5,1.0319235124536883,0.07245466205362038,GNbc,2
6,0.6590714643836887,0.043676822460557006,GNbc,2
7,0.44022669544164333,0.028269831316779848,GNbc,2
8,0.00836078779145288,0.006138411684853903,GNbc,2
9,0.0004954518939943985,3.223790297234136e-05,GNbc,2
10,9.857285563102509e-09,7.73449374712749e-09,GNbc,2
0,1.317238668532853,1.0,LM,3
1,1.0177850643934234,0.10171411468988802,LM,3
2,0.9298000100433021,0.038694927104409554,LM,3
3,0.782970142388117,0.02678992452338453,LM,3
4,0.281212031192706,0.0262847379031329,LM,3
5,0.10836004536933588,0.005960331147533587,LM,3
6,0.0015691768609150875,0.00030720519696889953,LM,3
7,8.71917311711457e-06,4.872013318130749e-07,LM,3
0,1.7720898773165306,1.0,GNbc,3
1,0.8786045604001638,0.8653814695010349,GNbc,3
2,6.91603703515591,0.38794334142264886,GNbc,3
3,0.14270101976529823,0.04093619037421558,GNbc,3
4,0.09279110891885246,0.038049940080173705,GNbc,3
5,0.07215101485860533,0.0358783576087208,GNbc,3
6,0.032926938023811726,0.036503691959433274,GNbc,3
7,0.03360834486818726,0.03686329041680053,GNbc,3
8,0.017808679635171142,0.03953707301779484,GNbc,3
9,0.018586612554196323,0.04114951590248564,GNbc,3
10,0.01954575424408817,0.04408570760289653,GNbc,3
11,0.020658791234833794,0.04925138558636874,GNbc,3
12,0.021844562015886214,0.05852821454601216,GNbc,3
13,0.022935458166392475,0.07630702897747611,GNbc,3
14,0.023672676618232153,0.11473531608223247,GNbc,3
15,0.02378858062192229,0.2188381944178593,GNbc,3
16,0.09254854313747025,0.7157079772488697,GNbc,3
17,0.018041304271844093,0.11051157894423914,GNbc,3
18,0.01699669792949344,0.0929897942664346,GNbc,3
19,0.015972063950389553,0.08056010701388071,GNbc,3
20,0.0299718161103544,0.07117508827327806,GNbc,3
21,0.05243630080052444,0.06025158578940908,GNbc,3
22,0.15694492463708315,0.0492301724230136,GNbc,3
23,0.01721817476807706,0.038823435757322534,GNbc,3
24,0.0005984100614674431,0.002150046672016558,GNbc,3
25,1.747271139122929e-06,6.149689779257244e-06,GNbc,3
