dx,dz
5.410771395279834,1.0
7.925625408961163,0.12084000100546498
9.599609623215006,0.0925010428755746
9.24731513480934,0.04819174323098407
10.751596231685998,0.03848256854747124
13.805719226769005,0.0316682033847531
18.68862971130903,0.027770036641894646
22.257534913356032,0.026742395226031297
41.00777441960199,0.027038538827554442
29.757925682448857,0.025885417652965904
51.52989505876297,0.017839592278277347
27.5881392191623,0.011790938378603332
0.9032119852185709,0.0004610744121539384
0.0022827311054787014,2.865349840493985e-06
1.0165029444472652e-07,6.854419164895535e-11
