,Solver,prec,EMA_V,EMA_T,EMA_X,EMA_total,Media Tempo total,Media Tempo iteçoes,Númeoro Médio de Iterações,Max itera,Numero Convs,Namos
0,A,15,0.000991248290001792,0.0004187212870837593,0.0004902899909008853,0.0006334198559954789,0.02182949179469949,0.004316819776402842,3.0,3,101,101
1,B,15,0.0009912482877861362,0.00041872128956000324,0.0004902899877800585,0.000633419855042066,0.023229615523083374,0.0037598104760198318,3.9504950495049505,4,101,101
