,Solver,prec,EMA_V,EMA_T,EMA_X,EMA_total,Media Tempo total,Media Tempo iteçoes,Númeoro Médio de Iterações,Max itera,Numero Convs,Namos
0,A,20,0.0010252502901590527,0.00042244596951291355,0.0005084780224805382,0.0006520580940508348,0.03103298243909779,0.0035665206061993755,7.099009900990099,8,101,101
1,B,20,0.0010252502671769873,0.00042244586246115157,0.0005084777750451611,0.0006520579682277667,0.031595367016178544,0.003631573502380069,7.079207920792079,8,101,101
