dx,dz
2.3118214678005655,1.0
1.2745265968848891,0.05908478139509907
2.0673641161398177,1.224547123763686
0.8276154898428292,0.2278118342016675
0.3052574686480036,0.0281273236212983
0.03913043713796152,0.005218094091036776
0.1266525537721252,0.001219042982953538
0.11793417974355053,0.000895207053717044
0.24759749709216194,0.00012695814699844156
0.45227544810365283,9.240165905149205e-05
0.8908537283150321,4.9256706906086724e-05
1.892177365983468,2.332699903661239e-05
4.307201060817657,1.2040886029829355e-05
11.196615854786563,6.42159847055148e-06
38.11064314620407,3.721559147659225e-06
227.19233885906257,2.4662410557491254e-06
4480.865637225539,1.9660849801715515e-06
1182625.6163405373,1.847666230306392e-06
73131458169.31958,1.8400475837557036e-06
2.7741633550948378e+20,1.839981408155641e-06
3.9918436661947246e+39,1.8399790179853094e-06
8.265259854873572e+77,1.839978989428932e-06
