,dx,dz,method,caso
9,0.0002804865067206405,0.0005944998431260392,GN,2
10,2.3679952149662864e-07,3.699084177037489e-08,GN,2
0,0.7204515321786711,1.0,LM,3
1,0.9149111999451834,0.44756497273674267,LM,3
2,1.2881006069719318,0.28833271009949224,LM,3
3,1.030752643997745,0.6686931138218409,LM,3
4,0.9413045886662846,0.4051425233421676,LM,3
5,0.7609271204743911,0.29150120311706884,LM,3
6,0.7130081653862337,0.4438906368036201,LM,3
7,0.6650188759298793,0.8407955234448696,LM,3
8,0.48309547588812635,0.3789376801180755,LM,3
9,0.4501683026626963,0.3021229439273066,LM,3
10,0.4191624360826483,0.2506593414434498,LM,3
11,0.3902174521918074,0.21330597746966737,LM,3
12,0.3363368013186173,0.17274648065401838,LM,3
13,0.29026909081036134,0.1425438369408644,LM,3
14,0.21175900171966744,0.11274340806256282,LM,3
15,0.10035220785053357,0.08330223278544974,LM,3
16,0.0035267674268320667,0.033992898047728856,LM,3
17,2.419885460838459e-05,0.00045981260584990804,LM,3
18,2.5784515420050794e-09,6.908669597275064e-08,LM,3
0,0.7245859190265154,1.0,GNbc,3
1,1.5586824890071658,1.6408617497909732,GNbc,3
2,1.7595200894928953,0.5305506234095301,GNbc,3
3,1.3365542381940267,0.3896930149613453,GNbc,3
4,2.621181049785774,0.2634203401960719,GNbc,3
5,1.3406572514593345,0.16768999051028707,GNbc,3
6,3.7265743164495713,0.14107102092196389,GNbc,3
7,1.951824486225049,0.12987447754143003,GNbc,3
8,1.0776855294175454,0.1130082849684306,GNbc,3
9,0.9686501697548501,0.10332463050146118,GNbc,3
10,0.9958258744629387,0.08323560029936809,GNbc,3
11,0.6584996046720292,0.07778937345411234,GNbc,3
12,0.024585916324637924,0.025986449580932082,GNbc,3
13,0.004688366820567485,0.0005622255192332626,GNbc,3
14,8.801654653556722e-07,1.298582133601932e-06,GNbc,3
0,1.5304852283916548,1.0,GN,3
1,2.0943638799398525,0.1827346479334795,GN,3
2,2.41217246724909,1.500536396971375,GN,3
3,0.39703311638984035,0.2728278660787395,GN,3
4,0.5800076864115741,0.2019049722645582,GN,3
5,0.03930437358741161,0.021959159284446438,GN,3
6,0.006682120241500364,0.0008377822518854476,GN,3
7,3.2077791132195814e-06,2.758137417500463e-06,GN,3
