,Solver,prec,EMA_V,EMA_T,EMA_X,EMA_total,Media Tempo total,Media Tempo iteçoes,Númeoro Médio de Iterações,Max itera,Numero Convs
0,A,20,0.00037285650219394005,0.0006425849874520295,0.0013149051462638403,0.0007767822119699366,0.7665487051010131,0.07344294349519245,8.1,12,100
1,B,20,0.0003815809196640714,0.0006453572345085991,0.0013217488440961987,0.0007828956660896232,0.9353916896016974,0.07213130779170417,10.673684210526316,13,95
