,Solver,prec,EMA_V,EMA_T,EMA_X,EMA_total,Media Tempo total,Media Tempo iteçoes,Númeoro Médio de Iterações,Max itera,Numero Convs
0,A,15,0.0011040906642622293,0.00040015494820885725,0.0004931977530588151,0.0006658144551766337,0.02401824951171875,0.003919768810272217,4.0,4,100
1,B,15,0.0011040906790036973,0.00040015495194804145,0.0004931977615925704,0.0006658144641814365,0.023900837898254396,0.003728617827097575,4.2,5,100
