,Solver,prec,EMA_V,EMA_T,EMA_X,EMA_total,Media Tempo total,Media Tempo iteçoes,Númeoro Médio de Iterações,Max itera,Numero Convs
0,A,5,0.0003786182218609369,0.0006379418126593326,0.0015867856758731075,0.0008677819034644589,0.8745738279939902,0.060119155067190705,12.151515151515152,17,99
1,B,5,0.0004220575625292047,0.0006913942084020557,0.0016494842944622197,0.0009209786884644935,1.0289393916274563,0.06253565886285603,14.06060606060606,18,33
