,Solver,prec,EMA_V,EMA_T,EMA_X,EMA_total,Media Tempo total,Media Tempo iteçoes,Númeoro Médio de Iterações,Max itera,Numero Convs
0,A,20,0.0009934128593699098,0.00040974937793251845,0.0004867646212550104,0.0006299756195191462,0.02460080146789551,0.004019288539886474,4.0,4,100
1,B,20,0.0009934128461336843,0.00040974937209264884,0.000486764619411034,0.000629975612545789,0.0238590145111084,0.0038515367507934574,4.0,4,100
